Location,OriginalTweet,Sentiment
"Beijing, China","Cats on state TV, consumer rights defended, and China cautiously adjusts to the changing Covid-19 situation at home and abroad https://t.co/U36ckinyRq",Neutral
,"COVID-19 ?already existing virus- recently enhanced to effect our elderly to scare the world into going to their nearest supermarket to buy products so the governments are able to receive more money... The world is fucked globally, economically and etc. Sure you got it by now????",Extremely Negative
"London, KY","To profit from consumer health concerns, online scammers may set up fake websites, send emails or texts, or post on social media to sell fake products that claim to cure or prevent COVID-19. https://t.co/Yk7nIq9oHp",Negative
Northern Ireland,"Hang in there everyone. We'll all get through this if we support each other.
Please don't strip the supermarket shelves empty.  Think of an elderly neighbour or relatives who might have run out of an essential. 

#coronavirus #RandomActsOfKindness #NI https://t.co/NVEJqNGGiR",Positive
"Calgary, Alberta","Take some time to appreciate the unsung heroes of the #coronavirus crisis:

Grocery Store Cashiers.",Positive
"Dallas, TX",Prelim March data from Univ of Michigan shows the Consumer Sentiment Index falling 5.0%. Additional decline is likely as COVID-19 accelerates. #ThinkWhyItMatters,Negative
"Regina, Saskatchewan Canada ",Regina Food Bank anticipating more demand and use but less supply and donations because of COVID-19 | CBC News https://t.co/HCoHnl5Iek,Negative
United States,"Uh what happens when a grocery store or delivery driver tests positive for #COVID19? 
When and where does it end?
#coronavirus #CoronavirusOutbreak #coronapocolypse",Positive
Canada & USA,"Shame on all of you who are #hoarding, this really hurts other people. Ashley Preece is in a wheelchair and her groceries are delivered to her. When her order arrived it didnt have toilet paper or even food for her cat. #stophoarding #coronavirus #covid19
https://t.co/UsOEDcZcvw",Extremely Negative
"UK, Wales, Ceredigion","Absolutely starting to panic when me and my partner only have £11 to last us until the 23 of this month, but we cant get any cheap food as the shelves are empty. Life is a struggle. #covid?19uk #coronavirus",Extremely Negative
"Lake Mary, FL",M-C: Political Tribalism Impacts Consumer Sentiment On COVID-19 https://t.co/7nJqhag0fz https://t.co/xtYITOcNFQ,Neutral
"Pennsylvania, USA",#helpers not #nurses or #Doctor but I am a grocery &amp; delivery shopper me/co-workers have been been verbally assaulted a lot of the last week over store outages if you are going to continue to do this at least tip for the services you're getting #COVID?19 #coronavirus,Extremely Negative
"Victoria, British Columbia","Here's a change of pace from toilet paper madness and/or exploitation #coronavirus #hoarding
https://t.co/C3i6JIdQOM",Negative
,"Berlin's supermarket is like: 
( Do people eat the toilet paper? )
#COVID?19 #CoronavirusOutbreak #COVID2019 #Corona https://t.co/Ro0esW2VMY",Positive
"North West, England",@vicderbyshire @VictoriaLIVE @BBCTwo @BBCNews Im disabled and cant drive and because of everyone panicking I cant book an online shop anywhere. How are people like me who rely on online food deliveries going to survive when we can no longer get our ,Negative
San Francisco Bay Area,"Dropped by Trader Joes to pick up some salads since Im working from home this week...all of my fave salads were in stock, but when I went down the frozen food section, the entire aisle was completely EMPTY (no exaggeration)...except for the desserts #traderjoes #coronavirus ? https://t.co/67j2KAiCHe",Extremely Negative
"Washington, DC","@annelies_goger: Low-income adults typically cannot afford to stock up on food. Federal, state, &amp; local responders need to consider targeted solutions -- like @CEXAlsobrooks has implemented in Prince George's County, MD -- during the COVID-19 crisis. ",Negative
Southeastern Pennsylvania,"Markets tank globally. I think trading should be halted, prices fixed in place, and all accounts frozen till cases drop to nothing. Phase it back In slowly. #COVID19 #Covid_19",Negative
,"#Diesel costs 33.7 cents a gallon less than it did a year ago. Prices fell in all regions of the country. The #Midwest saw the biggest decrease at 9.8 cents to $2.591. By @ConnorInTheNews. @EIAgov #dieselprice #dieselfuel #fuel #coronavirus
https://t.co/OC5b1kcPXD",Neutral
"London, England","TRASTRA card is the best way to make safe online transactions!

More shopping -  less human contact during #Coronavirus season! https://t.co/Q35irlh0dg",Extremely Positive
"San Francisco, CA","Look where somebody #Parked at #Safeway here at #Oakland 
#ParkingLot #lol #coronavirus #stockup #apocalypse2020 https://t.co/oorfCF2I7T",Neutral
,"Update: For Those Of You That's Worried About Covid-19, Drink Turmeric Tea, Ginger,Lemon &amp; Honey Herbal Tea Every Day Without Sugar,You Can Get It At Sainsbury's Supermarket &amp; Asda, Be Safe Folks #ReneTrevor https://t.co/f23E1T1ibZ",Positive
?901,Self-quarantine = online shopping...I hope the banks are open after all this settles down because I may need a small personal loan...TO MYSELF #SOS #Covid_19 ?,Positive
"Portland, ME","Hey, @AldiUSA - the employees in Aldi and Trader Joe's stores deserve paid sick time. Supermarket workers face exposure to COVID-19 &amp; other illness. They need to need be able to stay home if they're sick!",Extremely Negative
To Infinity and Beyond,"The sad part is... Should all the supply of food be exhausted cause panic stockup, it won't be Covid 19 that's killing people ""fight for survival will"" &amp; that's my panic #Makro  #Coronavirussouthafrica https://t.co/g7K8rtDoU5",Extremely Negative
Northern Red River Valley,"Due to the recent Covid-19 concerns &amp; our commitment to the safety of our customers and employees, we are adjusting store scheduled hours based on current work loads at our retail locations.  We are available for parts 24/7 via our online parts portal at https://t.co/rpSUBU3cKN https://t.co/HcWzKK43G3",Extremely Positive
,"#Covid_19 #COVID19au Pumping #money into #economy, lowering interest rates is not going to solve #economic problem. People are losing their #jobs and are not #earning.. They are drawing funds from the banks to buy food. Government actions have stopped demand for non-essentials",Extremely Negative
"London, UK",With consumer concern over their finances due to #COVID-19 here's the best way for advisers to provide reassurance &gt;&gt; https://t.co/GXKVvtsgmu https://t.co/6t9QxcJi8J,Extremely Positive
EVERYWHERE!,"Was in a supermarket &amp; true enough the shelves were empty of a specific product.  Let me make this clear...if you bought a trolley load of toilet paper in case you get a flu bug, you ARE a fuckin virus.  But unlike COVID-19, there'll never be a cure for your type ?",Positive
New York ,"FTC posts coronavirus information -- 
https://t.co/l6j9ysAKSk

FDA Posts Coronavirus Disease 2019 (COVID-19) infromation -- https://t.co/yqMgoP7x5E

Stay Safe",Positive
"Valencia County, New Mexico",Smiths Food &amp;amp; Drug Stores today announced that it is hiring workers immediately to deal with increased demand in response to COVID-19. #covid19 #valenciacounty #smiths #hiring https://t.co/XxNOtumWjU,Positive
New Delhi & Goa,"Look at the prices well over MRP openly on @amazonIN ?

#COVID2019 

@suchetadalal @Moneylifers @MoneylifeIndia https://t.co/ksmt8uVegp",Positive
"Kansas City, MO","""The e-commerce giant said in a blog post Saturday that there has been a surge in online shopping as the #coronavirus outbreak spreads  and it's weighing on the company. The number of cases in the United States surpassed 3,000 on Sunday."" https://t.co/uVO77Wte9v #COVID19 #Amazon",Positive
"Chicago, NYC, Orlando, LATAM","Learn from Mintel experts, a trusted source, how US #consumers and industries including #food and #drink, #beauty, #retail, and #health and wellness reacting to the #COVID19 pandemic:  #marketresearch #consumerinsights # #consumerbehavior #trustedsource https://t.co/m9yakZmxTF",Extremely Positive
,"Urban Outfitters, Nike, and 14 other major retailers are temporarily closing stores in an unprecedented move to prevent the spread of the coronavirus https://t.co/eziUCPN74i #coronavirus #retail https://t.co/Qr62tRA7oH",Neutral
"Chennai, India","Can any entity calculated the business and consumer loss of Indian economy which will happen in this financial year end due to this overhyped virus... 

It's a BOMB. Finally a Global war by an invisible virus. #COVID2019 #IndiaVsCorona",Extremely Negative
,"On behalf of all my peers in the supermarket industry, were here providing around-the-clock labor in order to serve the public. Please breathe, as were refilling as fast as is possible with supply-chain demands.#grocerystores #WholeFoods #Covid_19",Positive
"Preston, England",Happening across the country right now..... #coronapocolypse #coronavirus #supermarketsweep #StopPanicBuying https://t.co/yeu6BY79Gh,Neutral
MENA Region,"Sellers are gouging prices on #Souq amid #coronavirus panic. Read more here: https://t.co/Dz0c3Od0ut
#COVID_19 #amazon @AmazonAE @SouqEgypt @SouqKSA @amazon",Negative
Johnson City,"Food bank expects heightened demand, change in distribution methods due to COVID-19 Read @JeffKeeling12 's story here: https://t.co/hCWOs9XdEB",Negative
South Florida,"Uncertainty doesnt begin to describe the economic conditions brought on by the efforts to slow the spread of COVID-19. The American consumer essentially has been told to stay home for a while. Economic activity wont stop, but there is no doubt it has slowed down.",Extremely Negative
"Greenville, NC",The Humane Society of Eastern Carolina (HSEC) is taking steps to help prevent the spread of COVID-19 while still working toward its mission of finding forever homes for the animals in their care. https://t.co/endPKqhXzi,Extremely Positive
"Sydney, Australia","Seniors and pension card holders have tried to make the most of a dedicated shopping hour set up by a major supermarket chain for vulnerable people in the midst of the COVID-19 outbreak.
https://t.co/uJqQ7EjQ0g",Positive
"Spartanburg, SC","Chick-fil-A is temporarily closing the dining room seating in ALL restaurants due to COVID-19 concerns. The company said they hope these changes will limit person-to-person contact.  

https://t.co/avTvRF16Di",Positive
